x,y,type
-37.19766616821289,7.227837085723877,cone
-50.54403305053711,0.40733298659324646,cone
-46.593502044677734,-5.9279351234436035,cone
-46.242862701416016,1.1528680324554443,cone
-47.06052780151367,-3.33005690574646,cone
-45.24665069580078,-8.329127311706543,cone
-43.01570510864258,4.4921650886535645,cone
-42.065582275390625,-10.758030891418457,cone
-40.265655517578125,6.0153632164001465,cone
-30.112051010131836,3.869486093521118,cone
-39.515220642089844,-6.946967124938965,cone
-42.75525665283203,-1.974390983581543,cone
-40.910743713378906,1.587339997291565,cone
-30.5076847076416,7.523163795471191,cone
-37.99197006225586,-11.434646606445312,cone
-41.58953094482422,-5.274463176727295,cone
-37.81867980957031,2.9700610637664795,cone
-33.80213928222656,8.112449645996094,cone
-33.02215576171875,4.071791172027588,cone
-35.70939254760742,3.808985948562622,cone
-36.85404586791992,-7.128777980804443,cone
-34.338314056396484,-10.521636962890625,cone
-27.074203491210938,6.078526973724365,cone
-27.69695281982422,2.2152559757232666,cone
-30.325605392456055,-9.792746543884277,cone
-34.28361129760742,-6.729732990264893,cone
41.537132263183594,-27.308664321899414,cone
35.27599334716797,-30.117002487182617,cone
28.89558219909668,-32.96804428100586,cone
31.881366729736328,-31.589675903320312,cone
40.961612701416016,-24.175220489501953,cone
33.37125015258789,-23.944934844970703,cone
36.621612548828125,-26.079261779785156,cone
39.12876510620117,-21.79110336303711,cone
36.50627899169922,-20.194948196411133,cone
26.971202850341797,-25.416908264160156,cone
30.34031867980957,-6.63306999206543,cone
27.70916748046875,-12.515026092529297,cone
27.29827880859375,-0.31484100222587585,cone
35.086429595947266,-24.542118072509766,cone
30.0379581451416,-24.660888671875,cone
24.06644058227539,1.360381007194519,cone
30.74578094482422,-20.320316314697266,cone
33.632476806640625,-19.600749969482422,cone
25.67582130432129,-14.648506164550781,cone
26.14887809753418,-7.678597927093506,cone
29.054792404174805,-3.1912341117858887,cone
27.51089859008789,-20.916473388671875,cone
25.680885314941406,-4.9700541496276855,cone
23.11577033996582,-16.400373458862305,cone
24.08843994140625,-25.823837280273438,cone
21.19658088684082,-25.565839767456055,cone
23.55171775817871,-2.8941810131073,cone
20.955066680908203,-19.989734649658203,cone
19.291763305664062,-13.884121894836426,cone
17.817434310913086,-0.8646849989891052,cone
24.57693099975586,-21.602312088012695,cone
24.591949462890625,-10.536772727966309,cone
15.951151847839355,-19.015254974365234,cone
29.94082260131836,-9.388187408447266,cone
22.264286041259766,-21.52092933654785,cone
18.397581100463867,-24.567106246948242,cone
20.40032196044922,-1.4262219667434692,cone
21.564697265625,-17.98870849609375,cone
14.790121078491211,-1.1368980407714844,cone
20.299955368041992,2.7821059226989746,cone
16.55965232849121,-21.94282341003418,cone
8.188631057739258,-32.15248107910156,cone
16.747129440307617,-15.702367782592773,cone
6.058338165283203,-26.027664184570312,cone
1.758133053779602,1.613813042640686,cone
22.15523910522461,-12.213817596435547,cone
4.790363788604736,2.010427951812744,cone
7.759005069732666,2.427385091781616,cone
12.13153076171875,-1.131922960281372,cone
17.240537643432617,3.281167984008789,cone
11.142584800720215,3.22845196723938,cone
14.249651908874512,3.671020984649658,cone
7.33784818649292,-28.844646453857422,cone
8.954898834228516,-1.4273099899291992,cone
0.3005180060863495,-2.3930609226226807,cone
3.8286900520324707,-2.2273778915405273,cone
6.9325032234191895,-1.6348559856414795,cone
40.7123908996582,-30.566272735595703,cone
37.487091064453125,-32.9863166809082,cone
34.1329345703125,-34.88130187988281,cone
36.90202713012695,-27.689411163330078,cone
21.67654037475586,-36.41661071777344,cone
30.465471267700195,-36.13926696777344,cone
25.77691650390625,-34.41105270385742,cone
4.016977787017822,-22.936723709106445,cone
0.2817460000514984,-25.82242202758789,cone
-1.171502947807312,-22.9495906829834,cone
17.732271194458008,-38.480987548828125,cone
2.101547956466675,-28.357629776000977,cone
8.276993751525879,-35.69516372680664,cone
3.1697399616241455,-31.21036148071289,cone
-0.32231900095939636,-17.132814407348633,cone
10.30296802520752,-12.402155876159668,cone
23.062471389770508,-40.031089782714844,cone
26.922073364257812,-37.99549865722656,cone
-2.510059118270874,-14.434782028198242,cone
-4.8564958572387695,-17.64881134033203,cone
15.028899192810059,-40.62948226928711,cone
3.8594560623168945,-33.87411880493164,cone
9.198545455932617,-38.69340896606445,cone
19.82918930053711,-41.78780746459961,cone
2.6278419494628906,-20.61383819580078,cone
11.746216773986816,-40.75019454956055,cone
-2.8588240146636963,-20.311586380004883,cone
-2.9662110805511475,-2.3957901000976562,cone
4.643167018890381,-37.17368698120117,cone
-5.607202053070068,-12.59219741821289,cone
-2.768336057662964,1.417160987854004,cone
-7.948793888092041,-2.641493082046509,cone
-6.5291547775268555,1.608104944229126,cone
5.6050920486450195,-40.7612190246582,cone
11.236815452575684,-44.55157470703125,cone
8.178544044494629,-43.23848342895508,cone
17.66415786743164,-43.59844970703125,cone
-11.178035736083984,-13.004082679748535,cone
-7.766361236572266,-14.98902702331543,cone
-7.725674152374268,-10.896363258361816,cone
14.564967155456543,-44.62693786621094,cone
-10.63258171081543,-9.234318733215332,cone
-16.06140899658203,-6.556388854980469,cone
-13.315776824951172,-7.523241996765137,cone
-11.909196853637695,-2.492382049560547,cone
-18.12824821472168,-6.364051818847656,cone
-14.112479209899902,-11.278424263000488,cone
-15.004137992858887,-2.199012041091919,cone
-17.319805145263672,-10.370253562927246,cone
-21.549400329589844,-5.8746562004089355,cone
-20.6741943359375,-9.585982322692871,cone
-24.76484489440918,-5.602538108825684,cone
-17.561031341552734,-1.805459976196289,cone
-21.877992630004883,-0.29911699891090393,cone
-23.96601104736328,-9.443753242492676,cone
-18.48278045654297,2.9773271083831787,cone
-13.025465965270996,2.2334659099578857,cone
-16.103408813476562,2.632967948913574,cone
-28.211416244506836,-5.755149841308594,cone
-20.754140853881836,3.79423189163208,cone
-25.185060501098633,1.0317649841308594,cone
-27.40103530883789,-9.289793014526367,cone
-31.07277488708496,-6.00380277633667,cone
-23.649412155151367,4.595725059509277,cone
-10.293917655944824,1.9710580110549927,cone
4.3095269203186035,-0.1084749698638916,start

