x,y,type
20.446229934692383,-3.0853354930877686,cone
12.725497245788574,-17.505748748779297,cone
7.003525257110596,-16.017419815063477,cone
4.276104927062988,-1.606094241142273,cone
10.001094818115234,-16.547300338745117,cone
15.96452522277832,0.933111310005188,cone
4.680848598480225,1.6734622716903687,cone
6.362985610961914,-19.27279281616211,cone
2.2946650981903076,-1.508169412612915,cone
20.763582229614258,0.31453660130500793,cone
11.902097702026367,1.2489149570465088,cone
3.9128003120422363,-15.384810447692871,cone
15.927940368652344,-2.4584805965423584,cone
22.788436889648438,-3.2969160079956055,cone
3.818089246749878,-18.90929412841797,cone
11.94054126739502,-2.0927717685699463,cone
7.896609783172607,1.5414730310440063,cone
8.155169486999512,-1.9434138536453247,cone
17.601547241210938,-20.364543914794922,cone
28.617286682128906,-4.445889949798584,cone
11.783720970153809,-20.77017593383789,cone
2.005783796310425,1.8577468395233154,cone
29.506393432617188,-1.2085504531860352,cone
15.462047576904297,-18.718700408935547,cone
15.280631065368652,-22.771385192871094,cone
23.194963455200195,0.037167973816394806,cone
25.863523483276367,-0.28044140338897705,cone
13.33736801147461,-21.699987411499023,cone
25.43682098388672,-3.5992517471313477,cone
20.414113998413086,-27.85374641418457,cone
17.20318603515625,-24.67833137512207,cone
8.68454360961914,-19.74251365661621,cone
34.966064453125,-1.9179247617721558,cone
31.580547332763672,-1.5238932371139526,cone
18.681198120117188,-26.424407958984375,cone
22.684703826904297,-25.432344436645508,cone
24.18987464904785,-26.284887313842773,cone
37.9719352722168,-2.8956146240234375,cone
19.520524978637695,-22.398298263549805,cone
22.349912643432617,-29.113155364990234,cone
21.437528610229492,-24.275028228759766,cone
25.645357131958008,-30.153644561767578,cone
40.42913818359375,-4.154881000518799,cone
40.818443298339844,-10.220210075378418,cone
41.97758102416992,-11.793058395385742,cone
42.77091979980469,-13.467848777770996,cone
30.86602783203125,-4.744717121124268,cone
26.553953170776367,-26.96280288696289,cone
36.5455322265625,-5.932388782501221,cone
45.02228927612305,-10.119036674499512,cone
31.42993927001953,-26.677265167236328,cone
42.69789123535156,-6.430233478546143,cone
45.910682678222656,-12.64143180847168,cone
33.28068923950195,-5.154534339904785,cone
46.24723815917969,-15.318343162536621,cone
28.787551879882812,-26.970998764038086,cone
34.044456481933594,-25.83704948425293,cone
34.48508071899414,-29.158884048461914,cone
38.54658508300781,-6.983973026275635,cone
39.72789001464844,-8.250687599182129,cone
31.469511032104492,-29.89863395690918,cone
42.423500061035156,-17.19133186340332,cone
39.01428985595703,-23.111059188842773,cone
38.6848030090332,-27.477434158325195,cone
28.764780044555664,-30.250545501708984,cone
45.725914001464844,-18.312028884887695,cone
43.094852447509766,-23.72376251220703,cone
41.403709411621094,-19.770090103149414,cone
43.997093200683594,-8.44942855834961,cone
44.678462982177734,-21.040842056274414,cone
37.21744918823242,-24.436246871948242,cone
41.20616912841797,-25.669288635253906,cone
43.022605895996094,-15.206449508666992,cone
64.34823608398438,-21.80449867248535,cone
62.4970588684082,-26.091110229492188,cone
36.64164733886719,-28.466033935546875,cone
57.38643264770508,-38.5833625793457,cone
61.120323181152344,-29.598609924316406,cone
55.54975891113281,-43.12431335449219,cone
35.70637512207031,-25.253158569335938,cone
59.098243713378906,-34.31317138671875,cone
40.332275390625,-21.73341941833496,cone
1.0591645240783691,-15.5996732711792,cone
1.5418453216552734,-18.94455909729004,cone
-2.9617037773132324,-21.899940490722656,cone
-3.7085511684417725,-17.868824005126953,cone
-5.6780290603637695,-29.651247024536133,cone
-0.46138325333595276,-20.019824981689453,cone
-1.6509613990783691,-16.45457649230957,cone
-6.934327125549316,-21.414127349853516,cone
-4.638598442077637,-26.92377471923828,cone
-8.198041915893555,-32.70344161987305,cone
-8.230998992919922,-25.459007263183594,cone
-2.404325485229492,-1.5297092199325562,cone
-5.2828850746154785,-19.46139144897461,cone
-8.348666191101074,-1.7804490327835083,cone
-5.778833866119385,-1.5130434036254883,cone
-9.398274421691895,-28.6085147857666,cone
-12.655421257019043,-34.108455657958984,cone
-9.300253868103027,1.3536394834518433,cone
-2.840735912322998,1.7976770401000977,cone
-11.295502662658691,-2.7505569458007812,cone
-10.969759941101074,-30.68482780456543,cone
-5.67829704284668,1.8249378204345703,cone
-9.074996948242188,-38.92720413208008,cone
-15.290626525878906,-4.939723491668701,cone
-15.192767143249512,-0.934582531452179,cone
-12.438806533813477,-39.27748107910156,cone
-13.261648178100586,-3.661710739135742,cone
-17.27736473083496,-6.645045757293701,cone
-9.339656829833984,-36.55560302734375,cone
-11.892176628112793,-41.89607620239258,cone
-12.351414680480957,0.29147589206695557,cone
-11.542490005493164,-43.917362213134766,cone
-25.79337501525879,-15.019198417663574,cone
-8.378973960876465,-42.05586624145508,cone
-10.810522079467773,-45.872657775878906,cone
-19.923561096191406,-4.315708160400391,cone
-28.811071395874023,-13.55836296081543,cone
-27.02820587158203,-17.681108474731445,cone
-21.933870315551758,-6.115941524505615,cone
-24.490896224975586,-12.75229263305664,cone
-20.717119216918945,-9.431121826171875,cone
-27.91251564025879,-31.13851547241211,cone
-24.889780044555664,-8.16048526763916,cone
-3.9952566623687744,-23.382966995239258,cone
-27.701387405395508,-39.060516357421875,cone
-12.869839668273926,-36.67609405517578,cone
-29.893705368041992,-15.786962509155273,cone
-7.801342964172363,-44.09787368774414,cone
-26.502424240112305,-33.92826843261719,cone
-24.30850601196289,-37.30229949951172,cone
-27.052114486694336,-10.388922691345215,cone
-22.48965072631836,-40.49459457397461,cone
-21.773326873779297,-42.58702850341797,cone
-28.374401092529297,-20.215017318725586,cone
-10.553709030151367,-51.49346923828125,cone
-31.204008102416992,-18.321319580078125,cone
-20.95429039001465,-45.126441955566406,cone
-25.56605339050293,-44.20777130126953,cone
-24.471271514892578,-46.6338996887207,cone
-30.671157836914062,-25.557247161865234,cone
-26.582962036132812,-41.748985290527344,cone
-8.623584747314453,-49.6421012878418,cone
-22.754682540893555,-49.353538513183594,cone
-29.653671264648438,-36.01211166381836,cone
-29.881103515625,-28.00668716430664,cone
-33.55558395385742,-23.01888084411621,cone
-19.4392032623291,-47.392520904541016,cone
-7.7695183753967285,-47.596256256103516,cone
-32.33680725097656,-20.801546096801758,cone
-33.149070739746094,-29.117555618286133,cone
-29.611051559448242,-22.942684173583984,cone
-17.057409286499023,-49.756935119628906,cone
-15.565608024597168,-50.24300765991211,cone
-20.56955909729004,-51.83563232421875,cone
-18.38230323791504,-52.92609405517578,cone
-31.4637508392334,-33.190372467041016,cone
-11.271631240844727,-47.574153900146484,cone
-15.721309661865234,-53.60590362548828,cone
-13.34451675415039,-53.24091720581055,cone
-12.635553359985352,-48.8189582824707,cone
-34.029808044433594,-25.310489654541016,cone
-23.120342254638672,-11.028258323669434,cone
-41.418678283691406,-8.402460098266602,cone
-40.06485366821289,-5.237604141235352,cone
-44.31132507324219,-10.515036582946777,cone
-38.514739990234375,1.4946718215942383,cone
-50.00038528442383,-13.72872257232666,cone
-47.21490478515625,-12.025870323181152,cone
-39.219764709472656,-0.9812847971916199,cone
-37.359676361083984,5.0775322914123535,cone
-17.16423988342285,-2.158125638961792,cone
4.4784767627716064,0.03368401527404785,start

